Compound,"B, cm3/mol^-1","T, K",,,,,
"2,3-Dimethylbutane",-1569,298.16,,,3-Dimethylbutane;-1569;298.16,,
"2,3-Dimethylbutane",-1496,303.03,,,3-Dimethylbutane;-1496;303.03,,
"2,3-Dimethylbutane",-1400,313.13,,,3-Dimethylbutane;-1400;313.13,,
"2,3-Dimethylbutane",-1256,331.15,,,3-Dimethylbutane;-1256;331.15,,
"2,3-Dimethylbutane",-827,403.15,,,3-Dimethylbutane;-827;403.15,,
"2,3-Dimethylbutane",-725,426.15,,,3-Dimethylbutane;-725;426.15,,
"2,3-Dimethylbutane",-617,453.15,,,3-Dimethylbutane;-617;453.15,,
"2,3-Dimethylbutane",-558,473.15,,,3-Dimethylbutane;-558;473.15,,
"2,3-Dimethylbutane",-518,493.15,,,3-Dimethylbutane;-518;493.15,,
"2,3-Dimethylbutane",-505,500.23,,,3-Dimethylbutane;-505;500.23,,
"2,3-Dimethylbutane",-399,523.16,,,3-Dimethylbutane;-399;523.16,,
"2,3-Dimethylbutane",-350,548.16,,,3-Dimethylbutane;-350;548.16,,
2-Methylpentane,-1712,298.16,,,,,
2-Methylpentane,-1792,298.16,,,,,
2-Methylpentane,-1487,318.16,,,,,
2-Methylpentane,-1332,333.43,,,,,
2-Methylpentane,-895,383.15,,,,,
2-Methylpentane,-770,403.15,,,,,
2-Methylpentane,-679,426.15,,,,,
2-Methylpentane,-574,453.15,,,,,
2-Methylpentane,-520,473.15,,,,,
2-Methylpentane,-474,493.15,,,,,
2-Methylpentane,-459,497.15,,,,,
2-Methylpentane,-415,523.16,,,,,
2-Methylpentane,-371,548.16,,,,,
3-Methylpentane,-1718,298.16,,,,,
3-Methylpentane,-1592,303.26,,,,,
3-Methylpentane,-1418,323.71,,,,,
3-Methylpentane,-1285,336.45,,,,,
3-Methylpentane,-926,383.15,,,,,
3-Methylpentane,-819,403.15,,,,,
3-Methylpentane,-691,426.15,,,,,
3-Methylpentane,-592,453.15,,,,,
3-Methylpentane,-543,473.15,,,,,
3-Methylpentane,-487,493.15,,,,,
3-Methylpentane,-450,504.62,,,,,
3-Methylpentane,-346,523.16,,,,,
3-Methylpentane,-301,548.16,,,,,
Hexane,-1670,308.15,,,,,
Hexane,-1676,313.5,,,,,
Hexane,-1750,315.15,,,,,
Hexane,-1598,318,,,,,
Hexane,-1668,318,,,,,
Hexane,-1637,318.1,,,,,
Hexane,-1580,318.2,,,,,
Hexane,-1560,318.2,,,,,
Hexane,-1620,318.2,,,,,
Hexane,-1590,323.15,,,,,
Hexane,-1606,323.2,,,,,
Hexane,-1496,324,,,,,
Hexane,-1490,328,,,,,
Hexane,-1419,329,,,,,
Hexane,-1419,332.1,,,,,
Hexane,-1320,333.2,,,,,
Hexane,-1340,333.2,,,,,
Hexane,-1380,333.2,,,,,
Hexane,-1420,333.2,,,,,
Hexane,-1450,335.15,,,,,
Hexane,-1338,337.7,,,,,
Hexane,-1350,338,,,,,
Hexane,-1553,338.2,,,,,
Hexane,-1326,338.5,,,,,
Hexane,-1310,339.4,,,,,
Hexane,-1289,342.4,,,,,
Hexane,-1239,347.3,,,,,
Hexane,-1235,348,,,,,
Hexane,-1200,348.2,,,,,
Hexane,-1220,348.2,,,,,
Hexane,-1230,348.2,,,,,
Hexane,-1295,348.2,,,,,
Hexane,-1289,348.2,,,,,
Hexane,-1232,348.25,,,,,
Hexane,-1205,352.95,,,,,
Hexane,-1205,353.15,,,,,
Hexane,-1194,354,,,,,
Hexane,-1220,358.2,,,,,
Hexane,-1144,358.5,,,,,
Hexane,-1147,360.2,,,,,
Hexane,-1100,363.2,,,,,
Hexane,-1075,368,,,,,
Hexane,-1090,368.15,,,,,
Hexane,-1050,370.6,,,,,
Hexane,-1100,373.15,,,,,
Hexane,-1109,373.2,,,,,
Hexane,-1020,373.35,,,,,
Hexane,-1022,374.51,,,,,
Hexane,-992,377.7,,,,,
Hexane,-981,378.4,,,,,
Hexane,-995,382.15,,,,,
Hexane,-928,386.7,,,,,
Hexane,-913,387.2,,,,,
Hexane,-862,393.15,,,,,
Hexane,-910,393.75,,,,,
Hexane,-880,395.9,,,,,
Hexane,-880,397.59,,,,,
Hexane,-895,398.3,,,,,
Hexane,-850,403.15,,,,,
Hexane,-800,410.1,,,,,
Hexane,-771,413.1,,,,,
Hexane,-758,422.49,,,,,
Hexane,-720,426.15,,,,,
Hexane,-730,427.15,,,,,
Hexane,-714,433.2,,,,,
Hexane,-677,443.2,,,,,
Hexane,-661,446.98,,,,,
Hexane,-615,453.12,,,,,
Hexane,-658,453.15,,,,,
Hexane,-644,453.2,,,,,
Hexane,-613,463.2,,,,,
Hexane,-530,473.15,,,,,
Hexane,-555,473.15,,,,,
Hexane,-583,473.2,,,,,
Hexane,-573,474.16,,,,,
Hexane,-570,478.2,,,,,
Hexane,-524,493.15,,,,,
Hexane,-506,498.54,,,,,
Hexane,-469,507.95,,,,,
Hexane,-449,523.15,,,,,
Hexane,-443,525.82,,,,,
Hexane,-396,548.84,,,,,
Hexane,-354,573.15,,,,,
Hexane,-350,574.65,,,,,
Hexane,-309,599.82,,,,,
Hexane,-293,623.15,,,,,
Hexane,-214,663.15,,,,,
bis (1-Methylethyl) ether,-1823,308.15,,,,,
bis (1-Methylethyl) ether,-1815,310.85,,,,,
bis (1-Methylethyl) ether,-1663,318.15,,,,,
bis (1-Methylethyl) ether,-1531,328.15,,,,,
bis (1-Methylethyl) ether,-1531,329.51,,,,,
bis (1-Methylethyl) ether,-1531,338.15,,,,,
bis (1-Methylethyl) ether,-1407,341.73,,,,,
1-Hexanol,-840,473.15,,,,,
1-Hexanol,-697.2,498.15,,,,,
1-Hexanol,-616.4,523.15,,,,,
1-Hexanol,-561,548.15,,,,,
1-Hexanol,-529,573.15,,,,,
1-Hexanol,-510.3,598.15,,,,,
1-Hexanol,-505,610.15,,,,,
Dipropyl ether,-1933,308.15,,,,,
Dipropyl ether,-1765,318.15,,,,,
Dipropyl ether,-2162,323.54,,,,,
Dipropyl ether,-1624,328.15,,,,,
Dipropyl ether,-1794,341.94,,,,,
Dipropyl ether,-1541,363.22,,,,,
Methyl 3-methylbutyl ether,-2494,326.15,,,,,
Methyl 3-methylbutyl ether,-2132,333.15,,,,,
Methyl 3-methylbutyl ether,-1930,337.15,,,,,
Methyl 3-methylbutyl ether,-1550,343.15,,,,,
Methyl 3-methylbutyl ether,-1219,348.15,,,,,
Methyl pentyl ether,-1751,348.15,,,,,
Methyl pentyl ether,-1495,373.15,,,,,
Butyl ethyl ether,-1906,308.15,,,,,
Butyl ethyl ether,-1772,318.15,,,,,
Butyl ethyl ether,-1678,328.15,,,,,
"N,N-Diethylethanamine",-2000,293.15,,,N-Diethylethanamine;-2000;293.15,,
"N,N-Diethylethanamine",-1800,303.15,,,N-Diethylethanamine;-1800;303.15,,
"N,N-Diethylethanamine",-1700,313.15,,,N-Diethylethanamine;-1700;313.15,,
"N,N-Diethylethanamine",-1740,313.55,,,N-Diethylethanamine;-1740;313.55,,
"N,N-Diethylethanamine",-1679,323.2,,,N-Diethylethanamine;-1679;323.2,,
"N,N-Diethylethanamine",-1593,325.3,,,N-Diethylethanamine;-1593;325.3,,
"N,N-Diethylethanamine",-1582,329.6,,,N-Diethylethanamine;-1582;329.6,,
"N,N-Diethylethanamine",-1490,331.5,,,N-Diethylethanamine;-1490;331.5,,
"N,N-Diethylethanamine",-1566,332.8,,,N-Diethylethanamine;-1566;332.8,,
"N,N-Diethylethanamine",-1421,342,,,N-Diethylethanamine;-1421;342,,
"N,N-Diethylethanamine",-1328,351.6,,,N-Diethylethanamine;-1328;351.6,,
"N,N-Diethylethanamine",-1224,362.4,,,N-Diethylethanamine;-1224;362.4,,
"N,N-Diethylethanamine",-1159,374.2,,,N-Diethylethanamine;-1159;374.2,,
"N,N-Diethylethanamine",-1069,383.2,,,N-Diethylethanamine;-1069;383.2,,
"N,N-Diethylethanamine",-1003,393.6,,,N-Diethylethanamine;-1003;393.6,,
"N,N-Diethylethanamine",-966,405,,,N-Diethylethanamine;-966;405,,
Hexamethyldisiloxane,-2493,332.31,,,,,
Hexamethyldisiloxane,-2191,351.5,,,,,
Hexamethyldisiloxane,-1856,373.67,,,,,
Hexamethyldisiloxane,-1168,448.26,,,,,
Hexamethyldisiloxane,-1015,473.25,,,,,
Hexamethyldisiloxane,-940,498.28,,,,,
Hexamethyldisiloxane,-797,523.15,,,,,
Hexamethyldisiloxane,-722,548.04,,,,,
Hexamethyldisiloxane,-576,573.04,,,,,
(Trifluoromethyl)undecafluorocyclohexane,-2610,313.15,,,,,
(Trifluoromethyl)undecafluorocyclohexane,-2140,323.15,,,,,
(Trifluoromethyl)undecafluorocyclohexane,-1595,337.15,,,,,
(Trifluoromethyl)undecafluorocyclohexane,-1370,353.15,,,,,
(Trifluoromethyl)undecafluorocyclohexane,-1145,368.15,,,,,
(Trifluoromethyl)undecafluorocyclohexane,-1065,382.15,,,,,
(Trifluoromethyl)undecafluorocyclohexane,-905,398.15,,,,,
(Trifluoromethyl)undecafluorocyclohexane,-815,413.15,,,,,
(Trifluoromethyl)undecafluorocyclohexane,-730,427.15,,,,,
(Trifluoromethyl)undecafluorocyclohexane,-600,453.15,,,,,
(Trifluoromethyl)undecafluorocyclohexane,-505,473.15,,,,,
1H-Perfluoroheptane,-2990,323.16,,,,,
1H-Perfluoroheptane,-2890,326.46,,,,,
1H-Perfluoroheptane,-2372,346.61,,,,,
1H-Perfluoroheptane,-1813,380,,,,,
1H-Perfluoroheptane,-1568,398.71,,,,,
1H-Perfluoroheptane,-1243,431.56,,,,,
"2,3,4,5,6-Pentafluorotoluene",-2765,349.16,,,3,4,
"2,3,4,5,6-Pentafluorotoluene",-2253,368.52,,,3,4,
"2,3,4,5,6-Pentafluorotoluene",-1896,390.65,,,3,4,
"2,3,4,5,6-Pentafluorotoluene",-1890,390.65,,,3,4,
(Trifluoromethyl)benzene,-1960,334.21,,,,,
(Trifluoromethyl)benzene,-1735,353.3,,,,,
(Trifluoromethyl)benzene,-1450,375.2,,,,,
Benzoic acid,-5891,493.15,,,,,
Benzoic acid,-4835,503.15,,,,,
Benzoic acid,-3998,513.15,,,,,
Benzoic acid,-3331,522.15,,,,,
Benzoic acid,-2794,533.15,,,,,
Benzoic acid,-2359,543.15,,,,,
Benzoic acid,-2172,548.15,,,,,
1-Fluoro-2-methylbenzene,-1488,373.15,,,,,
1-Fluoro-2-methylbenzene,-1485,373.2,,,,,
1-Fluoro-2-methylbenzene,-1370,383.15,,,,,
1-Fluoro-2-methylbenzene,-1370,383.2,,,,,
1-Fluoro-2-methylbenzene,-1324,388.15,,,,,
1-Fluoro-2-methylbenzene,-1274,393.15,,,,,
1-Fluoro-2-methylbenzene,-1274,393.2,,,,,
1-Fluoro-2-methylbenzene,-1188,403.15,,,,,
1-Fluoro-2-methylbenzene,-1195,403.15,,,,,
1-Fluoro-2-methylbenzene,-1188,403.2,,,,,
1-Fluoro-2-methylbenzene,-1110,413.15,,,,,
1-Fluoro-2-methylbenzene,-1110,413.2,,,,,
1-Fluoro-2-methylbenzene,-1042,423.15,,,,,
1-Fluoro-2-methylbenzene,-1049,423.15,,,,,
1-Fluoro-2-methylbenzene,-1042,423.2,,,,,
1-Fluoro-2-methylbenzene,-980,433.15,,,,,
1-Fluoro-2-methylbenzene,-980,433.2,,,,,
1-Fluoro-2-methylbenzene,-930,443.15,,,,,
1-Fluoro-2-methylbenzene,-936,443.15,,,,,
1-Fluoro-2-methylbenzene,-930,443.2,,,,,
1-Fluoro-3-methylbenzene,-1585,373.2,,,,,
1-Fluoro-3-methylbenzene,-1460,383.2,,,,,
1-Fluoro-3-methylbenzene,-1350,393.2,,,,,
1-Fluoro-3-methylbenzene,-1260,403.2,,,,,
1-Fluoro-3-methylbenzene,-1180,413.2,,,,,
1-Fluoro-3-methylbenzene,-1110,423.2,,,,,
1-Fluoro-3-methylbenzene,-1045,433.2,,,,,
1-Fluoro-3-methylbenzene,-994,443.2,,,,,
1-Fluoro-3-methylbenzene,-940,453.2,,,,,
1-Fluoro-4-methylbenzene,-1881,347.14,,,,,
1-Fluoro-4-methylbenzene,-1657,367.01,,,,,
1-Fluoro-4-methylbenzene,-1439,373.15,,,,,
1-Fluoro-4-methylbenzene,-1440,373.2,,,,,
1-Fluoro-4-methylbenzene,-1360,383.2,,,,,
1-Fluoro-4-methylbenzene,-1339,388.15,,,,,
1-Fluoro-4-methylbenzene,-1369,389.79,,,,,
1-Fluoro-4-methylbenzene,-1290,393.2,,,,,
1-Fluoro-4-methylbenzene,-1223,403.15,,,,,
1-Fluoro-4-methylbenzene,-1230,403.2,,,,,
1-Fluoro-4-methylbenzene,-1175,413.2,,,,,
1-Fluoro-4-methylbenzene,-1111,423.15,,,,,
1-Fluoro-4-methylbenzene,-1128,423.2,,,,,
1-Fluoro-4-methylbenzene,-1082,433.2,,,,,
1-Fluoro-4-methylbenzene,-1041,443.15,,,,,
1-Fluoro-4-methylbenzene,-1047,443.2,,,,,
Toluene,-1718,341.26,,,,,
Toluene,-1718,341.27,,,,,
Toluene,-1660,349.05,,,,,
Toluene,-1497,361.04,,,,,
Toluene,-1497,361.05,,,,,
Toluene,-1497,361.06,,,,,
Toluene,-1453,362.95,,,,,
Toluene,-1453,362.95,,,,,
Toluene,-1376,373.15,,,,,
Toluene,-1374,373.15,,,,,
Toluene,-1370,373.15,,,,,
Toluene,-1376,373.2,,,,,
Toluene,-1335,376.85,,,,,
Toluene,-1335,376.85,,,,,
Toluene,-1280,383.75,,,,,
Toluene,-1280,383.76,,,,,
Toluene,-1280,383.83,,,,,
Toluene,-1227,388.15,,,,,
Toluene,-1225,388.15,,,,,
Toluene,-1230,388.15,,,,,
Toluene,-1227,388.2,,,,,
Toluene,-1189,393.05,,,,,
Toluene,-1189,393.05,,,,,
Toluene,-1098,403.15,,,,,
Toluene,-1093,403.15,,,,,
Toluene,-1104,403.15,,,,,
Toluene,-1098,403.2,,,,,
Toluene,-1013,408.95,,,,,
Toluene,-1057,410.1,,,,,
Toluene,-1057,410.11,,,,,
Toluene,-1010,413.15,,,,,
Toluene,-1011,413.15,,,,,
Toluene,-970,423.15,,,,,
Toluene,-965,423.15,,,,,
Toluene,-976,423.15,,,,,
Toluene,-970,423.2,,,,,
Toluene,-984,423.26,,,,,
Toluene,-940,424.15,,,,,
Toluene,-896,433.15,,,,,
Toluene,-911,433.15,,,,,
Toluene,-864,437.75,,,,,
Toluene,-886,443.15,,,,,
Toluene,-880,443.15,,,,,
Toluene,-892,443.15,,,,,
Toluene,-886,443.2,,,,,
Toluene,-851,448.13,,,,,
Toluene,-803,453.15,,,,,
Toluene,-810,453.15,,,,,
Toluene,-850,453.2,,,,,
Toluene,-812,463.2,,,,,
Toluene,-723,473.15,,,,,
Toluene,-724,473.15,,,,,
Toluene,-735,473.19,,,,,
Toluene,-775,473.2,,,,,
Toluene,-746,483.2,,,,,
Toluene,-654,493.15,,,,,
Toluene,-651,493.15,,,,,
Toluene,-704,493.2,,,,,
Toluene,-646,498.29,,,,,
Toluene,-594,513.15,,,,,
Toluene,-587,513.15,,,,,
Toluene,-541,533.15,,,,,
Toluene,-531,533.15,,,,,
Toluene,-495,553.15,,,,,
Toluene,-483,553.15,,,,,
Toluene,-450,573.15,,,,,
Toluene,-457,573.15,,,,,
Toluene,-432,583.15,,,,,
Toluene,-437,583.15,,,,,
2-Methylphenol,-1748,437.75,,,,,
2-Methylphenol,-1378,453.65,,,,,
Methoxybenzene,-2196,366.91,,,,,
Methoxybenzene,-1963,381.99,,,,,
Methoxybenzene,-1708,402.7,,,,,
Methoxybenzene,-1490,426.73,,,,,
Methoxybenzene,-1178,448.15,,,,,
Methoxybenzene,-1140,453.15,,,,,
Methoxybenzene,-1009,473.15,,,,,
Methoxybenzene,-902,493.15,,,,,
Methoxybenzene,-814,513.15,,,,,
Methoxybenzene,-739,533.15,,,,,
Methoxybenzene,-676,553.15,,,,,
Methoxybenzene,-623,573.15,,,,,
"2,3-Dimethylpyridine",-1830,408.15,,,3-Dimethylpyridine;-1830;408.15,,
"2,3-Dimethylpyridine",-1692,423.15,,,3-Dimethylpyridine;-1692;423.15,,
"2,3-Dimethylpyridine",-1494,438.95,,,3-Dimethylpyridine;-1494;438.95,,
"2,4-Dimethylpyridine",-1896,392.9,,,4-Dimethylpyridine;-1896;392.9,,
"2,4-Dimethylpyridine",-1949,392.9,,,4-Dimethylpyridine;-1949;392.9,,
"2,4-Dimethylpyridine",-1716,408.2,,,4-Dimethylpyridine;-1716;408.2,,
"2,4-Dimethylpyridine",-1779,408.2,,,4-Dimethylpyridine;-1779;408.2,,
"2,4-Dimethylpyridine",-1627,423.2,,,4-Dimethylpyridine;-1627;423.2,,
"2,4-Dimethylpyridine",-1693,423.2,,,4-Dimethylpyridine;-1693;423.2,,
"2,4-Dimethylpyridine",-1433,439,,,4-Dimethylpyridine;-1433;439,,
"2,4-Dimethylpyridine",-1496,439,,,4-Dimethylpyridine;-1496;439,,
"2,5-Dimethylpyridine",-1724,408.2,,,5-Dimethylpyridine;-1724;408.2,,
"2,5-Dimethylpyridine",-1784,408.2,,,5-Dimethylpyridine;-1784;408.2,,
"2,5-Dimethylpyridine",-1606,423.2,,,5-Dimethylpyridine;-1606;423.2,,
"2,5-Dimethylpyridine",-1687,423.2,,,5-Dimethylpyridine;-1687;423.2,,
"2,5-Dimethylpyridine",-1420,439,,,5-Dimethylpyridine;-1420;439,,
"2,5-Dimethylpyridine",-1484,439,,,5-Dimethylpyridine;-1484;439,,
"2,6-Dimethylpyridine",-1898,376.85,,,6-Dimethylpyridine;-1898;376.85,,
"2,6-Dimethylpyridine",-1662,393.05,,,6-Dimethylpyridine;-1662;393.05,,
"2,6-Dimethylpyridine",-1544,408.95,,,6-Dimethylpyridine;-1544;408.95,,
"2,6-Dimethylpyridine",-1423,424.15,,,6-Dimethylpyridine;-1423;424.15,,
"2,6-Dimethylpyridine",-1237,437.75,,,6-Dimethylpyridine;-1237;437.75,,
"3,4-Dimethylpyridine",-2040,423.3,,,4-Dimethylpyridine;-2040;423.3,,
"3,4-Dimethylpyridine",-2133,423.3,,,4-Dimethylpyridine;-2133;423.3,,
"3,4-Dimethylpyridine",-1703,439,,,4-Dimethylpyridine;-1703;439,,
"3,4-Dimethylpyridine",-1783,439,,,4-Dimethylpyridine;-1783;439,,
"3,5-Dimethylpyridine",-1908,423.2,,,5-Dimethylpyridine;-1908;423.2,,
"3,5-Dimethylpyridine",-1992,423.2,,,5-Dimethylpyridine;-1992;423.2,,
"3,5-Dimethylpyridine",-1670,439,,,5-Dimethylpyridine;-1670;439,,
"3,5-Dimethylpyridine",-1763,439,,,5-Dimethylpyridine;-1763;439,,
1-Heptene,-1847,333.8,,,,,
1-Heptene,-1809,338.2,,,,,
1-Heptene,-1760,343.6,,,,,
1-Heptene,-1614,353.8,,,,,
1-Heptene,-1482,364,,,,,
1-Heptene,-1370,374.2,,,,,
1-Heptene,-1288,383.8,,,,,
1-Heptene,-1196,393.8,,,,,
1-Heptene,-1120,404.3,,,,,
1-Heptene,-1069,411.1,,,,,
"3,3-Dimethylpentane",-2240,298.15,,,3-Dimethylpentane;-2240;298.15,,
"3,3-Dimethylpentane",-1760,318.18,,,3-Dimethylpentane;-1760;318.18,,
"3,3-Dimethylpentane",-1580,338.02,,,3-Dimethylpentane;-1580;338.02,,
"3,3-Dimethylpentane",-1370,359.24,,,3-Dimethylpentane;-1370;359.24,,
Heptane,-1845,348.2,,,,,
Heptane,-1819,349.4,,,,,
Heptane,-1704,358.2,,,,,
Heptane,-1691,358.3,,,,,
Heptane,-1579,368.2,,,,,
Heptane,-1560,368.5,,,,,
Heptane,-1520,370.8,,,,,
Heptane,-1446,378.1,,,,,
Heptane,-1436,378.2,,,,,
Heptane,-1325,389.1,,,,,
Heptane,-1334,389.2,,,,,
Heptane,-1267,396.85,,,,,
Heptane,-1259,396.85,,,,,
Heptane,-1269,396.85,,,,,
Heptane,-1269,396.85,,,,,
Heptane,-1212,400.8,,,,,
Heptane,-1108,413.7,,,,,
Heptane,-1080,421.65,,,,,
Heptane,-1082,421.65,,,,,
Heptane,-1081,421.65,,,,,
Heptane,-1085,421.65,,,,,
Heptane,-1047,423.15,,,,,
Heptane,-1048,423.15,,,,,
Heptane,-930,446.12,,,,,
Heptane,-927,446.12,,,,,
Heptane,-935,446.12,,,,,
Heptane,-941,446.12,,,,,
Heptane,-900,448.15,,,,,
Heptane,-927,448.15,,,,,
Heptane,-762,473.15,,,,,
Heptane,-812,473.15,,,,,
Heptane,-811,473.17,,,,,
Heptane,-828,473.17,,,,,
Heptane,-807,473.17,,,,,
Heptane,-813,473.17,,,,,
Heptane,-825,473.2,,,,,
Heptane,-767,483.15,,,,,
Heptane,-766,483.2,,,,,
Heptane,-703,493.2,,,,,
Heptane,-724,496.13,,,,,
Heptane,-724,496.13,,,,,
Heptane,-719,496.13,,,,,
Heptane,-724,496.13,,,,,
Heptane,-691,498.15,,,,,
Heptane,-735,498.15,,,,,
Heptane,-655,503.2,,,,,
Heptane,-690,510.15,,,,,
Heptane,-602,523.15,,,,,
Heptane,-636,523.15,,,,,
Heptane,-628,524.64,,,,,
Heptane,-639,524.64,,,,,
Heptane,-627,524.64,,,,,
Heptane,-633,524.64,,,,,
Heptane,-581,540.15,,,,,
Heptane,-566,547.64,,,,,
Heptane,-578,547.64,,,,,
Heptane,-565,547.64,,,,,
Heptane,-570,547.64,,,,,
Heptane,-569,548.15,,,,,
Heptane,-525,548.15,,,,,
Heptane,-560,548.15,,,,,
Heptane,-552,548.16,,,,,
Heptane,-503,573.15,,,,,
Heptane,-468,573.15,,,,,
Heptane,-494,573.15,,,,,
Heptane,-492,573.16,,,,,
Heptane,-502,573.39,,,,,
Heptane,-514,573.39,,,,,
Heptane,-505,573.39,,,,,
Heptane,-509,573.39,,,,,
Heptane,-449,598.15,,,,,
Heptane,-435,598.15,,,,,
Heptane,-442,598.16,,,,,
Heptane,-458,598.4,,,,,
Heptane,-468,598.4,,,,,
Heptane,-453,598.4,,,,,
Heptane,-457,598.4,,,,,
Heptane,-399,623.15,,,,,
Heptane,-388,623.15,,,,,
Heptane,-392,623.16,,,,,
"1,2-Dimethylbenzene",-2760,353.14,,,2-Dimethylbenzene;-2760;353.14,,
"1,2-Dimethylbenzene",-2430,363.84,,,2-Dimethylbenzene;-2430;363.84,,
"1,2-Dimethylbenzene",-2210,371.9,,,2-Dimethylbenzene;-2210;371.9,,
"1,2-Dimethylbenzene",-2128,376.85,,,2-Dimethylbenzene;-2128;376.85,,
"1,2-Dimethylbenzene",-1950,383.99,,,2-Dimethylbenzene;-1950;383.99,,
"1,2-Dimethylbenzene",-1769,393.05,,,2-Dimethylbenzene;-1769;393.05,,
"1,2-Dimethylbenzene",-1830,393.17,,,2-Dimethylbenzene;-1830;393.17,,
"1,2-Dimethylbenzene",-1637,407.04,,,2-Dimethylbenzene;-1637;407.04,,
"1,2-Dimethylbenzene",-1547,408.95,,,2-Dimethylbenzene;-1547;408.95,,
"1,2-Dimethylbenzene",-1524,417.57,,,2-Dimethylbenzene;-1524;417.57,,
"1,2-Dimethylbenzene",-1437,424.15,,,2-Dimethylbenzene;-1437;424.15,,
"1,2-Dimethylbenzene",-1378,433.58,,,2-Dimethylbenzene;-1378;433.58,,
"1,2-Dimethylbenzene",-1252,437.75,,,2-Dimethylbenzene;-1252;437.75,,
"1,2-Dimethylbenzene",-1272,445.8,,,2-Dimethylbenzene;-1272;445.8,,
"1,3-Dimethylbenzene",-2167,376.85,,,3-Dimethylbenzene;-2167;376.85,,
"1,3-Dimethylbenzene",-1781,393.05,,,3-Dimethylbenzene;-1781;393.05,,
"1,3-Dimethylbenzene",-1559,408.95,,,3-Dimethylbenzene;-1559;408.95,,
"1,3-Dimethylbenzene",-1343,424.15,,,3-Dimethylbenzene;-1343;424.15,,
"1,3-Dimethylbenzene",-1200,437.75,,,3-Dimethylbenzene;-1200;437.75,,
"1,4-Dimethylbenzene",-2360,347.77,,,4-Dimethylbenzene;-2360;347.77,,
"1,4-Dimethylbenzene",-2270,358.33,,,4-Dimethylbenzene;-2270;358.33,,
"1,4-Dimethylbenzene",-2180,366.3,,,4-Dimethylbenzene;-2180;366.3,,
"1,4-Dimethylbenzene",-2117,376.85,,,4-Dimethylbenzene;-2117;376.85,,
"1,4-Dimethylbenzene",-1850,387.36,,,4-Dimethylbenzene;-1850;387.36,,
"1,4-Dimethylbenzene",-1770,393.05,,,4-Dimethylbenzene;-1770;393.05,,
"1,4-Dimethylbenzene",-1543,408.95,,,4-Dimethylbenzene;-1543;408.95,,
"1,4-Dimethylbenzene",-1540,411.51,,,4-Dimethylbenzene;-1540;411.51,,
"1,4-Dimethylbenzene",-1366,423.15,,,4-Dimethylbenzene;-1366;423.15,,
"1,4-Dimethylbenzene",-1371,424.15,,,4-Dimethylbenzene;-1371;424.15,,
"1,4-Dimethylbenzene",-1380,427.36,,,4-Dimethylbenzene;-1380;427.36,,
"1,4-Dimethylbenzene",-1281,433.15,,,4-Dimethylbenzene;-1281;433.15,,
"1,4-Dimethylbenzene",-1178,437.75,,,4-Dimethylbenzene;-1178;437.75,,
"1,4-Dimethylbenzene",-1280,439.48,,,4-Dimethylbenzene;-1280;439.48,,
"1,4-Dimethylbenzene",-1133,453.15,,,4-Dimethylbenzene;-1133;453.15,,
"1,4-Dimethylbenzene",-1007,473.15,,,4-Dimethylbenzene;-1007;473.15,,
"1,4-Dimethylbenzene",-899,493.15,,,4-Dimethylbenzene;-899;493.15,,
"1,4-Dimethylbenzene",-806,513.15,,,4-Dimethylbenzene;-806;513.15,,
"1,4-Dimethylbenzene",-726,533.15,,,4-Dimethylbenzene;-726;533.15,,
"1,4-Dimethylbenzene",-657,553.15,,,4-Dimethylbenzene;-657;553.15,,
"1,4-Dimethylbenzene",-625,563.15,,,4-Dimethylbenzene;-625;563.15,,
Ethylbenzene,-2430,345.96,,,,,
Ethylbenzene,-2130,356.45,,,,,
Ethylbenzene,-1960,364.36,,,,,
Ethylbenzene,-1800,376.27,,,,,
Ethylbenzene,-1680,385.3,,,,,
Ethylbenzene,-1510,398.94,,,,,
Ethylbenzene,-1420,409.34,,,,,
Ethylbenzene,-1300,425.13,,,,,
Ethylbenzene,-1190,437.22,,,,,
1-Octene,-2162,358.8,,,,,
1-Octene,-2100,363.2,,,,,
1-Octene,-2000,368.1,,,,,
1-Octene,-1941,374.5,,,,,
1-Octene,-1914,375.3,,,,,
1-Octene,-1823,383.3,,,,,
1-Octene,-1818,383.8,,,,,
1-Octene,-1728,389.9,,,,,
1-Octene,-1666,395.4,,,,,
1-Octene,-1552,403.7,,,,,
1-Octene,-1465,411.6,,,,,
1-Ethyl-1-methylcyclopentane,-2050,332,,,,,
1-Ethyl-1-methylcyclopentane,-1970,342.33,,,,,
1-Ethyl-1-methylcyclopentane,-1860,350.14,,,,,
1-Ethyl-1-methylcyclopentane,-1670,370.83,,,,,
1-Ethyl-1-methylcyclopentane,-1520,384.36,,,,,
1-Ethyl-1-methylcyclopentane,-1400,394.68,,,,,
1-Ethyl-1-methylcyclopentane,-1280,410.38,,,,,
1-Ethyl-1-methylcyclopentane,-1190,422.44,,,,,
"2,3,4-Trimethylpentane",-2290,325.31,,,3,4-Trimethylpentane;-2290;325.31,
"2,3,4-Trimethylpentane",-2050,343.06,,,3,4-Trimethylpentane;-2050;343.06,
"2,3,4-Trimethylpentane",-1800,363.3,,,3,4-Trimethylpentane;-1800;363.3,
"2,3,4-Trimethylpentane",-1630,376.53,,,3,4-Trimethylpentane;-1630;376.53,
"2,3,4-Trimethylpentane",-1540,386.62,,,3,4-Trimethylpentane;-1540;386.62,
